,Unnamed: 0,title,author,url,tags,rtitle,rbody,word,coord_x,coord_y
180,180,bakaringo - ナミダの音 feat. 初音ミク,bakaringo,https://www.nicovideo.jp/watch/sm42318632,"['#3拍子', '#VOCALOID', '#ききいる', '#バラード', '#初音ミク', '#孤独感', '#長文レビュー']",「長尺でじわじわと展開するバラード」のことが好きだ。,音楽にはさまざまな良さがあるが、その中のひとつに時間軸をともなった表現が出来ることがあると思う。言葉に、感情に、時間軸というあゆみを乗せられること。歌詞で表現されることばの咀嚼速度を完全に制御できること。それでいて、物語ほどにはのめりこみを必要としないこと。「ふと気づいたら進んでいた」を自然に表現できるところを、私は私が音楽という表現を好きになったひとつの理由だと思っている。    なので私は、「長尺でじわじわと展開するバラード」のことが好きだ。    「長尺でじわじわと展開するバラード」といってよく思い浮かぶものにはおおむね2種類ある。ひとつは主に1番のサビ終わりなど、特定のタイミングでぐんっとボルテージを上げそれまでの展開を裏切るもの。もうひとつはまるでアハ体験のように、曲終わりのころにふと冒頭を思い返すと「あれ？」となる、おだやかな上昇を行うもの。たぶん、これを読んでいる皆も「あー、なるほど、ああいうのね。」となる作品がひとつふたつあると思う。ではこの曲はどちらなのか？というと、自分で2種類あるなんて書き始めておいてなんなのだけれど、ぜつみょうな場所に居る。強いて言えば、後者寄りのミックス型だ。    テーマはたぶん、哀と愛。哀と愛をかかえながらもがき生きる、そのこころのうちを繊細に神秘的にうたう曲。小さくて大きなテーマだ。だから、音楽も小さくて大きく展開する。  強烈な一撃はやってこない。おだやかなピアノとウィスパーボイスの初音ミクによる音数少ない吐露からはじまり、しずかにしずかに厚みを増していく。サビで入る雄大なストリングス。初音ミクの声も倍音を増して。けれども絶対的な一撃はやってこないまま、2番の頭ではまた元の調子に戻っていく――ようで、実は戻り切っていない、そんな。そんな小さな衝撃を積み重ねていく。それは流し聞きでは意識に入り込んでこない程度のもので、だけれどたしかに脳に衝撃をあたえる。おだやかな満足感。    こころのうちを、堂々巡りの思考ともがきと人生を思うとき。自分がそういう状況に置かれているときを思い浮かべると、その最中は一歩も進んでいないような何の変化も生じていないような感覚があるものの、後からふと振り返ると「あれ？」と思う、そんなふうになっているときが多くある。そんな、ちょっと離れたところから俯瞰しないと分からないような微々たるあゆみを音楽にするなら、この曲みたいになるのかもしれない。    曲を聴き終わったとき、ふと気づけばずいぶん遠くまで来ていたことに気づく。それがなんだかここちよくて、なんだかちょっと泣けてしまった。,"['曲終わり', '音数少ない吐露', 'サビ終わり', '表現', '大きなテーマ']",-0.1587255448102951,0.27846237023671466
181,181,なんにもやりたくない / ナサガシ feat.初音ミク,ナサガシ,https://www.nicovideo.jp/watch/sm42282524,"['#VOCALOID', '#VOCALOIDおふとん入り', '#おれらのうた', '#初音ミク']",みんなこうやって過ごしていきたいよな…,めっっっっちゃわかるぅ！！！！  あちこちから聴こえる自由気ままな音には脱力感があって、とってもぐーたらできて気持ちよくて大好きです！！みんなも布団で寝っ転がって聴こうぜ～,"['自由気まま', '脱力感', '音', '布団', '大好き']",-0.14987764755884805,0.288081427415212
182,182,前奏 / 冥鳴ひまり,擦非,https://www.nicovideo.jp/watch/sm42246289,"['#VOICEVOX', '#ききいる', '#ポエトリーリーディング', '#冥鳴ひまり']",開始5秒で引き込まれる非日常のポエトリー,開始5秒で引き込まれるポエトリー。    どこかの町で起こる不思議なニュース、いつも通りの中にある違和感に没入していく。絶妙な非日常体験が味わえる。すごい世界観。  ひまりさんの語りもすごい…！,"['すごい世界観', '非日常体験', 'ひまり', '違和感', '秒']",-0.1344649526807997,0.242002891169654
183,183,『またねクレセント』- 初音ミク,しいか,https://www.nicovideo.jp/watch/sm42314086,"['#VOCALOID', '#VOCAROCK', '#ワンコーラス', '#初音ミク', '#疾走感', '#長文レビュー']",1分弱で絶対この先が聴きたくなる！,ボーカロイド音楽を漁っていると「音楽のかけら」に出会うことがよくある。なにせボーカロイド音楽はひとりでも作れるしひとりでもアップできるので、通常流通に乗ることはあまり考えられない、ワンコーラスのみの作品であったり習作であったり、作りかけで頓挫したものであったり、音楽制作の息抜きに作られたであろう音楽であったり、そういう「かけら」がふと投稿されていることがある。私はそういうかけらのことがとても好きだ。楽しいところしか作ってないから全部がばちばちに輝いている、だとか、単純に作りかけであるという情報を食った結果自分の理想の全体像が勝手に自分の中に発生するから、だとか、受け手のことを考慮していないひとりよがりな音楽への傾倒に好感をおぼえるから、だとか、肩ひじ張らない気の抜けた感じが、とか、それらしい理由はいろいろ思い浮かぶものの、結局のところ「なんか、なんとなく好きだな～」と思っている。    この『またねクレセント』を書いたしいかさんというボカロPは、まさにそういったかけらをこの数か月でいくつも投稿している方。2022年10月のボカコレ2022秋ルーキーにて『メモワール』という隅の隅まで手の入ったガラス細工のような精巧さの高速ピアノロックでデビューして以来ニコニコ動画へ5作のオリジナル曲を投稿しているが、そのうち3作がワンコーラスで、この『またねクレセント』もそんなワンコーラスの作品のひとつ。  これがもう、聞いていただければ分かると思うのだけれど、めちゃくちゃ良いんです。通常のポップスであればBメロにあたるであろう部分からスタートする、1分弱のダンスタイム。狂おしく高まる縦横無尽に乱高下を繰り返すピアノもじゃきじゃきのギターも、ぜったいに良い曲だと確信させる歌メロも、音のすべてがパーフェクト。きれはしの歌詞からは月がテーマであることと、愛と強さと反骨だけが伝わり、しいかさん本人による動画・イラストがそのきれはしの外側を想起させる。最高。    結局私たちは（というのは主語が大きいが）short動画でサビを聞いて好きになったり、街でほんのワンフレーズを聞いてshazamを開いたりするのだから、曲がフルコーラスであることは好きになって何度も聞くことに絶対必要な条件ではないのだと思う。ワンコーラスのみの投稿で話題をかっさらった作品もあり、近年ではmeiyoさんの『なにやってもうまくいかない』やすりぃさんの『テレキャスタービーボーイ』が印象的か。私はあまり詳しくないのだけれど、tiktok発の音楽にはもっと短い尺で皆の記憶に残ってる作品が少なくないだろう。ワンコーラスの音楽として投稿されたこの作品や、他にもたくさんあるそれらはかけらでありつつ間違いなく完成したひとつの宝石と思う。こうした作品を見せられるものとして捉えて私たちの目の届く場所においてくれたことが、本当に本当に嬉しい。（音楽レビューとしては外れる話だが、単純接触効果的にもこのワンコーラスを続けて投稿する行為はとても効果的で、正直めちゃくちゃ名前を覚える。もっと流行っていい。）    ……とはいえ。だとしても。だとしても！こんなに最高の「かけら」を見せられたら、じゃあその本体はどんなに輝いていてどんなに大きいのだろう！！と思ってしまうのは、誰だってそうじゃないか。しいかさんが投稿を重ねるたびにじわじわと、しいかさんのことを好きになっています。あなたにも絶対注目してほしいです。,"['ボーカロイド音楽', '音楽制作', '音楽レビュー', '良い曲', '高速ピアノロック']",-0.1739201328971169,0.2637299190868031
184,184,【雪歌ユフ】引っ込み思案【UTAUオリジナル曲】,五右衛門,https://www.nicovideo.jp/watch/sm23496205,"['#UTAU', '#ウィスパーボイス', '#エレクトロニカ', '#長文レビュー', '#雪歌ユフ']",耳がとけるウィスパーボイス,　雪歌ユフのウィスパーボイスに耳が溶けそうになる一曲。吐息をたっぷり含んだ歌声は、生々しくもあり、でも人の肉声とは違う一枚の膜の張った声はUTAUだからこその魅力だと思います。    　好きなポイントは、音数が一度0になってから歌声だけになるところ。音一つ一つを感じてほしい作品です。,"['雪歌ユフ', 'ウィスパーボイス', '歌声', '作品', '一度']",-0.16346148848533631,0.25657891631126406
185,185,"端末, 或いは佯狂",cultist,https://www.nicovideo.jp/watch/sm42241196,"['#VOCALOID', '#VY1', '#チップチューン', '#ピアノポップ', '#プログレ']",ラスト60秒を聴け！ピアノ×プログレ,ほしい音と展開を全部くれるピアノ×プログレ！これはヤバい…！  出だしからノックアウトされる  間奏のソロからの終盤の二重ボーカル+ストリング+ゴリゴリベースがドストライクでした…！ラスト60秒を聴け〜！！,"['ゴリゴリベース', '重ボーカル', 'ほしい音', 'ドストライク', '展開']",-0.16132033467292786,0.3363665699958801
186,186,ゆこぴ - 強風オールバック feat.歌愛ユキ,ゆこぴ,https://www.nicovideo.jp/watch/sm41926207,"['#VOCALOID', '#アニメーション', '#かわいい', '#コミカル', '#中毒性', '#強風', '#歌愛ユキ', '#長文レビュー']",癖になる歌愛ユキ曲,　風の強い日が楽しくなる一曲。ボーカルは、小学生ボカロの歌愛ユキで、小学生が使う楽器（カスタネット、トライアングル、リコーダー）が使われています。特にこの中でも気の抜けたちょっと音を外したリコーダーが癖になって頭から離れません！    　軽快で可愛いアニメーションや一緒に手拍子をしたくなる曲調、声に出して言いたくなる歌詞（“定期　定期　的にオールバック”や“ハト　ハト　ハト　ハト　大乱闘”）、ちょっと気だるげな歌愛ユキの声。    　魅力的なところはたくさんありますね。この曲のおかげで、強風の日が楽しくなるかもしれません。,"['歌愛ユキ', '小学生ボカロ', '強い日', '可愛いアニメーション', '大乱闘']",-0.1874602987216069,0.3171795285665072
187,187,【オリジナル曲PV】メリバメロル【初音ミク・結月ゆかり】,あのねファンタズム,https://www.nicovideo.jp/watch/sm31248600,"['#VOCALOID', '#エレクトロ', '#エレクトロポップ', '#初音ミク', '#夜のうた', '#結月ゆかり', '#長文レビュー']","ケタ外れの質量でお届けする""メリーバッドエンド""。","殿堂入り＆6周年おめでとう！！(大遅刻)  「メリバメロル」という曲名ですが、実は略称で正しくは「メリーバッドエンドガールズインザミッドナイトメトロポールバックストリート」が曲名になります。覚えて帰ってください。    曲の展開としては、  イントロ(0:00～0:28)→Aメロ(0:28～0:42)→Bメロ(0:42～0:58)→1サビ(0:58～1:28)→間奏1(1:28～1:42)→間奏2(1:42～1:56)→Cメロ(1:56～2:12)→Bメロ(発展形)(2:12～2:27)→Dメロ(2:27～2:41)→Eメロ(2:41～2:54)→Fメロ(2:55～3:09)→ラスサビ(3:09～3:55)→Dメロ(3:55～4:10)→Eメロ(4:10～4:25)→アウトロ(4:25～4:44)  という、ポップスとして考えるにはかなり異色の構成となっています。  まず耳を引くのが、イントロの変拍子。8/8と7/8が交互に続きます。なお、冒頭から聴こえる繊細かつリズミカルなシンセ音はほぼ全編にわたって鳴り続けていて、この細かく刻んだリズムが変拍子により若干変化するのが聴きどころの一つです。「どこが変拍子なの？」という方は、このシンセの音とリズムを注意深く聴いていたら気付くきっかけになるかもしれません。  このインパクトあるイントロを聴くと「リズミカルな曲だなあ」という感想になるのですが、事実この後もリズムが魅せる魅せる。それは単にドラムがよく動くというだけでなく(もちろんその要素もあるのですが)、曲中で用いられる様々な電子音や効果音、それらが自我を持ってリズムを刻んでいるような。そしてそのリズム達の上をボーカルがさらに自由に闊歩することで、全体で見たときにいろいろなキメだったり、音ハメだったりといったリズムが複雑に絡み合って聴こえるんです。間奏2でドラムが大きくテンポ感を落としたリズムにしたり、8拍子の直後に1拍挟んでブレイクを差し込んだり、曲が盛り上がってきたなと思ったら高音の通った綺麗な音とグリッチ感ある低音が左右から挟撃してきたり。1サビ直後では拍感を失わせるような8bitサウンド、アコギ、着信音。3拍子の部分では元気にホイッスルが鳴ったりもして。『冷凍都市の煌めきが』の部分ではボーカルが裏拍を刻んでいますし、ミクさんが「フゥ、フゥー！」と合いの手を入れている箇所もあります。意識し始めたら新しい音とリズムがどんどん増えていくようで、聴けば聴くほど楽しめる曲です。  ""リズムの多重構造""と総括すると、変拍子も相まってとても複雑で難解な曲のように思われるのですが、この曲のすごいところはそんな中でもスッと聴いてしまえるような親しみやすさにあります。最初に「ポップスとして考えるにはかなり異色の構成」と言いましたが、にもかかわらずこの曲には数回通して聴けば歌えてしまえるんじゃないかというくらいの聴きやすさがあるところが印象的です。その秘密は歌メロの恐ろしいまでのキャッチーさだったり、AメロBメロといったパートごとのメロディの役割分担が非常に明確な点がまず挙げられるのではないでしょうか。役割と言うと変な言い方かもしれませんが、ここはミクの合いの手が入るパート、ここパートはポエトリー気味に語るように歌うパート、ここは韻を踏みまくるパートというように、それぞれのパートが独立した特徴を持っているんです。先ほど書いた""裏拍の歌メロ""や3拍子ももちろん特徴。  それだけではありません。曲中の「リフレイン」が、この曲の親しみやすさを強めているもうひとつの要素です。具体例を挙げましょう。イントロのリードメロディを聴いてほしいのですが、なんとこの部分サビ後半とEメロで対旋律として登場します(余談ですが、イントロのリードメロディがサビ後半にも登場するのはかなり珍しいです。サビの後にくる間奏でイントロと同じメロディになる、つまり同じメロディが連続して続く可能性があるため)。またサビ前半の対旋律ですが、サビ後半の対旋律つまりイントロのリードメロディを少しシンプルにしたようなメロディになっており、こちらはDメロで同じく対旋律として再登場します。DメロとEメロ、そしてサビは曲中で2回流れるため、この相似したメロディは合わせて6回登場することになります。正確に言うならイントロとアウトロでもこのメロディが使われているため、計8回ですね。冒頭の私のパート分けに則ると、8/13パートとなります。ここまでくると曲中の大部分で登場すると言ってよいでしょう。数字だけ見るとさすがにくどいんじゃないか？という気持ちになりますが、サビ前半で流れる方のメロディは後半で流れる方と厳密なメロディは異なりますし、音色も主張の強くない丸い音になっています。通して聴いているとそこまで目立つことなく、意識して聴いた上でこれらのメロディを比較することで初めて相関性が見えてくるくらいの距離感です。この2つのメロディを巧みに織り交ぜて繰り返すことで、多様に展開する曲構成に難解さを抱かせることなく自然に聴かせることに成功している。私はそう感じます。    と、ここまでが音の話をしましたが、この曲は歌詞もすごく魅力的なんです。リズミカルなボーカルやAメロの『みんなさんきゅーありがとね』で明るい曲と思いそうになりますが、これは""メリーバッドエンドガールズ""の曲です。それを考慮すると、『曖昧な救済はいらないんだ』『全てを諦めていたって、』といった不穏な言葉が並んでいることがわかります。加えて映像の歌詞以外の字幕では『自分コソガ此ノ世デイチバン不幸セナ人間ダト思ヒデモシナケレバ、気ガ狂ツテシマヒサウナノ。』と、こちらもまた不穏。さらに『見慣れない服を着ている泣き顔の君が立っていたんだ』『どうか来世でも、好きでいて』からは、死の匂いを色濃く感じます(見慣れない服＝喪服)。この底知れない焦燥感、無気力感、絶望を強く感じる歌詞を自分の中で咀嚼するために、一瞬表示される字幕をきちんと追うために、つい何度も再生したくなる魔力がこの曲にはあるんです。  個人的に好きなのは『全てを諦めていたって、』『それでも生きてくんだろうな』『急がなくていいよ、なんて言葉が』『胸に刺さって動けないの』『背中押されてしまったら？』『そっか それはそれでいいか、なんて思ったりしてさ』という一連の歌詞です。生きることにあまりにも消極的な姿勢、些細なきっかけで容易く天秤が傾いてしまうような諦念が悲しくも胸を打ちます。    最後に。映像では二人の女の子が登場します。一方は溌剌とした笑顔を見せており、もう一方はおとなしい文学少女といった佇まいですね。そんな二人ですが、歌詞における""君""はどっちで、""わたし""はどっちだと思いますか？？もしかしたら人によって激しく派閥が分かれるかもしれませんね。そんな目線でこの曲を聴き直してみると、この曲の世界観にさらに深く没入できると思います。","['aメロbメロ', '部分サビ後半', '曲構成', '曲中', 'シンセ音']",-0.14651398360729218,0.26093321045239765
188,188,メランコリー！feat初音ミク,カニセン,https://www.nicovideo.jp/watch/sm42253606,"['#VOCALOID', '#VOCAROCK', '#初音ミク', '#爽やか', '#青春']",青春を詰めこんだインディーズ邦ROCK感を浴びろ！,私の青春が詰まったようなインディーズ邦ROCK感…！！たまらん…！！  カッティング気持ち良すぎる〜〜  ベース響く〜〜  そして転調！うわあああぁぁぁぁああ！    って感じです。要するに最っ高！,"['インディーズ邦ROCK感', 'カッティング気持ち良い', '最っ高い', 'ぁ', '青春']",-0.14104303121566772,0.3014079749584198
189,189,太陽ポカポカで草 / なみぐる feat.星界 ずんだもん,なみぐる,https://www.nicovideo.jp/watch/sm42205396,"['#CeVIO AI', '#R&B', '#VOICEVOX', '#かわいい', '#ずんだもん', '#日向ぼっこ', '#星界', '#春', '#長文レビュー']",ゆる～いだけじゃないVocaR&B×日向ぼっこソング,　かわいくてゆる～い（だけじゃない）日向ぼっこソング。タイトルを見ると、何やらネタ曲っぽい雰囲気があります。でも、いざ聞いてみるとかわいくて、いい意味でゆるい曲です。  　伴奏（トラック）を聴いてみると、思ったよりもしっかりとしたビート、そしてお洒落でかっこいいサックスなど、Off Vocal音源も聴いていて楽しくなりそうです。  　VocaR&B曲が好きな人にもオススメな一曲で。いろんな人に聞いて、ニコニコと草をたくさん生やしてほしいですｗ,"['b曲', 'ネタ曲', 'ゆるい曲', 'OFFvocal音源', 'いろんな人']",-0.13128281491143362,0.2447569497994014
190,190,享受 / flower,安見すや,https://www.nicovideo.jp/watch/sm42197473,"['#v flower', '#VOCALOID', '#優しい', '#視覚芸術展']",安見すやワールド全開のフラワを享受せよ！,flower誕生祭2023投稿曲  flowerさんのゆるっとした歌声と素敵なメロディ、展開、語感の良さ&韻の踏み方も全部流石としか…！！  映像もすごすぎる〜〜どうやってるんだろ。  皆様フラワを享受しましょう！,"['FLOWER誕生祭', '皆様フラワ', '投稿曲', 'メロディ', '韻']",-0.14498739110098946,0.3167863024605645
191,191,手のひら彗星 / 初音ミク,inuha,https://www.nicovideo.jp/watch/sm42159352,"['#VOCALOID', '#シューゲイザー', '#ポストロック', '#ロックバラード', '#初音ミク', '#長文レビュー']","ジャンルの枠を超えた、""聴く映画""のような音楽","ジャンルの枠を踊るようなしなやかさで超えてゆく、日常とファンタジーのコントラストを成しながら無限の想像力を掻き立てるシューゲイザー。曲の情景は小さな二人の物語から水底のような夜空、そして世界の生きた軌跡へと、聴く映画のような豊かさで移ろいでゆく。    そんな本曲の構成を解剖してみると、  ①アンビエント・トロニカ的音響のイントロ  ②ピアノ主体で二人の日常を歌うAメロ  ③ギター主体の残響系サウンドで水中の飛沫、掠れた記憶を表すサビ  ④アンビエント・ゆるやかなピアノ一体で世界の歴史に生死観を重ねる間奏  ⑤時の残酷さに痛む心を歌う2Aメロ  ⑥残響の爆発するギターソロの炸裂するインターリュード  ⑦記憶の根源を目指して懸命に紡ぐ2サビ  ⑧残響の残る中、現実へと意識を引き戻す3Aメロ  以上のような構成・ストーリーラインを解釈する事が出来る。    これはあくまで一解釈であり、本曲を構成する要素は誇張抜きに""無限""である。各人でこの物語への解釈を施しながら、最大限の解像度で音楽となったinuhaさんの詩世界に没入して欲しい。","['残響系サウンド', 'ピアノ主体', '詩世界', 'aメロ', 'ギター主体']",-0.1945771791718223,0.2743647044355219
192,192,【初音ミク】GREEN SHIP【オリジナル曲】,ryt,https://www.nicovideo.jp/watch/sm13814659,"['#VOCALOID', '#初音ミク', '#旅', '#爽やか', '#長文レビュー']",旅を後押ししてくれる爽やかVOCAROCK,　爽やかなVOCAROCK。そう聞いて真っ先に思い浮かぶボカロPさんは、rytさんこと糞田舎Pさんです。そのインパクトのある名前からは想像できない爽やかな曲を公開しています。    　再生数で見ると、TOP3は“ネコミミアーカイブ”（かっこいいVOCAROCK）、“アフターナイト ワンダーランド”（お洒落なVOCAROCK）、それに続いて“Anti Selector”（爽やかなVOCAROCK）と様々なVOCAROCKを発表しています。  　ネコミミアーカイブはミリンオン再生を達成しているので、知っている方も多いかもしれませんね。    　今回紹介するのは、爽やかな糞田舎Pさんです。“GREEN SHIP”は、旅するときのプレイリストに絶対入れたい一曲です。  　爽やかVOCAROCKが好きな人には、ぜひ聞いてほしい作品です。少し暑さを感じさせる初夏つまり、今頃に映える一曲でもあります。,"['爽やかvocarock', '糞田舎p', 'アフターナイトワンダーランド', '再生数', 'ミリンオン再生']",-0.1669428050518036,0.24865596890449523
193,193,バースデイ／IA,魚肉ソセジ,https://www.nicovideo.jp/watch/sm42155670,"['#IA', '#VOCALOID', '#ききいる', '#バラード', '#夜のうた']",1人の夜にそっと寄り添うようなバースデーソング,1人の夜にそっと寄り添うようなバースデーソング。  思わず泣いちゃいそうになる暖かな一本のロウソクに目を惹かれる。  シンプルなオケから段々と音が増えていくの好き。そっからの2:23~の展開で号泣…良すぎる…,"['バースデーソング', '音', '良い', '号泣', '目']",-0.14517485499382018,0.3045335054397583
194,194,ナンモナイキッチン,ちゃおちぇんちあ,https://www.nicovideo.jp/watch/sm42242985,"['#VOCALOID', '#かわいい', '#トンデモポップ', '#中毒性', '#初音ミク', '#長文レビュー']",キャッチー×ポップ×カオスに魅せられたヤバヤバソング,ブッ刺さりました見事に。強すぎるサウンドセンス…感服です、えぇ。    キャッチーでカオスなポップソング！調声に歌詞にリズムに楽しい〜〜〜良い〜〜〜〜  絶妙な感じしません?全体的にとってもポップなんですが要所要所で顔を出す絵も言えぬカオスさ。そして歌詞と映像。全部狂おしいほど好きです。    あと声ね！常にちょっと不協和音ぽいコーラスが重なってるからかクセになっちまうな〜〜〜    あとなんといってもこの感じで5分半あるの嬉しすぎる。普通こういう曲は2〜3分じゃない？(偏見)。3:14で終わると思うやん。「いやまだあるんかい！」と心の中で叫んでしまった。ずっと濃密でたまらんです。  みんな聴け聴け聴け〜〜〜！！！！,"['不協和音', '調声', '要所要所', '分半', 'ポップソング']",-0.1783913807435469,0.2276249094442888
195,195,座標 / 鏡音レン,無沙汰,https://www.nicovideo.jp/watch/sm42274036,"['#VOCALOID', '#おれらのうた', '#優しい', '#元気が出る', '#散歩しているときに聴きたい', '#鏡音レン']",無沙汰さん、何人いるんだろう……？,人との違いも違わなさも、自分の所在地を教えてくれる大切なものかもしれませんね。  今回のような心温まる曲だけでなくエモギターロックやオシャレ方面の曲も書き分ける無沙汰さん、一体何人いるんだろう……？,"['所在地', 'オシャレ方面', '曲', '人', '無沙汰']",-0.14745526964014227,0.2964561798355796
196,196,ソフトクリイム / 音街ウナ feat.初音ミク (Melted brains / Otomachi Una feat. Hatsune Miku),春浅葱,https://www.nicovideo.jp/watch/sm42149878,"['#VOCALOID', '#VOCAROCK', '#アニメーション', '#ジャズ', '#ナンセンス', '#初音ミク', '#音街ウナ']",ウナとギターが唸る魂のジャズ・ロック🎸,エモーショナルなギターが印象的なスローロック。タイトルの英語名、頭の割れたイラストたち、歌詞、あなたはこの曲に何を感じましたか？──なんて解釈の誘導を一蹴する激しいウナのがなりも要チェック。頭は真っ白なんだから、賢いフリして曲の真意を考えるなんてやめましょうよ！,"['要チェック', 'スローロック', '激しいウナ', '英語名', '曲']",-0.17400392889976501,0.3315795063972473
197,197,サブウェイガール / 可不,Nagano,https://www.nicovideo.jp/watch/sm42155526,"[""#80's"", '#CeVIO AI', '#オマージュ', '#可不', '#昭和98年', '#歌謡曲']",歌謡曲と現代ポップスの融合！今こそ美味しい1曲,現代トラックメイクに用いられがちなボーカルチョップと、歌謡曲を感じるトランペットの音がマッチした、ソウル溢れるpops。往年の歌謡曲オマージュと最近の時事を取り込んだ、今が1番旬な1曲。,"['歌謡曲オマージュ', '現代トラックメイク', '1番旬', 'ボーカルチョップ', 'POPs']",-0.1773362864147533,0.31523384831168433
198,198,毒矯み - 足立レイ,紅芽柏,https://www.nicovideo.jp/watch/sm42152020,"['#EDM', '#UTAU', '#エレクトロ', '#フューチャーベース', '#足立レイ']",宇宙を駆け抜けるような疾走系EDM🚀🌏,シンセサイザー、ピアノ、ボーカルチョップの3つが織り成す近未来的な1曲。足立レイが持つ｢機械っぽさ｣を存分に生かした、スピード感と浮遊感が合わさったトラックに注目です👀,"['スピード感', '浮遊感', '近未来', 'ボーカルチョップ', '足立レイ']",-0.17082446217536926,0.3198534071445465
199,199,HINOSHISM/可不,ぜろ,https://www.nicovideo.jp/watch/sm42250966,"['#CeVIO AI', '#ききいる', '#ノスタルジック', '#ローファイ', '#可不', '#夏曲', '#孤独感', '#最後まで聴くべき', '#望郷']",ノスタルジックに浸るLo-fi Hiphop,"ノスタルジックな雰囲気のLo-fi Hiphop。  メロディも歌詞も映像も、誰しもが経験したような""あの日""を思い起こさせる。沁みます…  干渉に浸る中、突如来る2:58~の展開が素晴らしすぎるので是非フルで聴いてほしい！","['fihiphop', 'フル', '中', '干渉', 'メロディ']",-0.14331828696387156,0.2759607178824289
200,200,モノクロ少女／ダミン・オーカ feat.雪歌ユフ,ダミン・オーカ,https://www.nicovideo.jp/watch/sm42194043,"['#UTAU', '#チップチューン', '#トンデモポップ', '#ポストロック', '#雪歌ユフ']",ユフさんの高音が突き刺さるチップチューン×ポストロック,チップチューン×ポストロックの高速BPMから繰り出されるサウンド&展開、抜群に好みです！この音に溺れる感覚たまらん…！  ユフさんの切り裂くような高音もブッ刺さる。歌詞にも注目して聴いて！,"['ポストロック', '高速bpm', 'チップチューン', 'サウンド', '展開']",-0.1583142340183258,0.2950824677944183
201,201,卒中/初音ミク,名縫躁,https://www.nicovideo.jp/watch/sm42234601,"['#VOCALOID', '#VOCAROCK', '#切ない', '#初音ミク', '#爽やか', '#疾走感', '#神調教', '#青春']",疾走感ロックが鳴らす最高なメロディ‼️,シンプルな疾走感ロック  メロが‼️めっちゃ‼️良いです‼️  あと右から聞こえるギターがずっとカッケェよ…  間奏からの転調も直球ながら鳥肌でした。  こんな気持ち良い曲がフェードアウトで終わるのは…もうねぇ…最高…,"['気持ち良い曲', '疾走感ロック', 'フェードアウト', '直球', '転調']",-0.16483966203836295,0.22867384323706993
202,202,トド虫 - 届かない歌 (feat.知声) Official Music Video,トド虫,https://www.nicovideo.jp/watch/sm42210125,"['#VoiSona', '#ギターポップ', '#ロックバラード', '#失恋', '#知声']",知声さんの飾り気のなさが活きた失恋ソング,心が離れてしまった「君」との別れを知声さんが飾り気なく歌う失恋ソング。  ゆったりながらも静かな展開をみせる構成も注目です,"['失恋ソング', '知声', '注目', '飾り気', '静か']",-0.18922587633132934,0.3189479947090149
203,203,ジエチルエーテルでねむって / 初音ミク,ランプ,https://www.nicovideo.jp/watch/sm42142433,"['#VOCALOID', '#アニメーション', '#アンダーグラウンド', '#ワルツ', '#不協和音', '#切ない', '#初音ミク', '#感性の反乱β', '#祈り']",電子の夢を書き残す、少女の祈りの歌,重厚な響きの不協和音の隙間に響く細い声...その対比によって織り成す、苦しみから逃れようと祈りながら、甘やかな夢を電子の世界に閉じ込める、永遠の美しさだけをそこに残す.exe。,"['細い声', '不協和音', 'exe', '苦しい', '甘やか']",-0.1936634906700679,0.27940361414636883
204,204,ななし ft.可不 - あるふぁ,あるふぁ,https://www.nicovideo.jp/watch/sm42170278,"['#CeVIO AI', '#EDM', '#エレクトロ', '#テクノポップ', '#可不', '#孤独感']",心地よいビートが放つ存在証明,"心地よいビートが耳を馴染むEDM！  緩急のついたサウンドがとても良いです…！MVもオシャレでカッケェ。    何より歌詞も響く。  名もなき""誰か""がここにいることを証明する音楽。もっと多くの人に届いてほしい。","['心地よいビート', '良い', 'サウンド', '歌詞', '音楽']",-0.15381031686609442,0.3210557048971003
205,205,【ナースロボ＿タイプT】　紀行　【オリジナル】,捨て犬A,https://www.nicovideo.jp/watch/sm42165666,"['#UTAU', '#VOCALOIDイメージソング', '#ききいる', '#ナースロボ_タイプT', '#長文レビュー']",ロボットが歌うからこそ輝くあたたかな日常の物語,＂旧時代が残したロストテクノロジ＂    当時世界最高峰のお手伝いロボットと健気なご主人が迎える、何気ない朝。爽やかなアコギの音色は、もう少し続くあいにくの空模様も朗らかな気分に変えてくれます。    ＂大切なもののためならば喜んで 愛しいもののためならば喜んで＂    人間と殆ど変わらない感性を持ったその無機質歌声には、ただ搭載されただけの忠誠プログラムではないと言える、寄り添うような優しさがあります。    ＂この世界から見たら取るに足りない存在を 恥じることなく捧げ 目を閉じるその日まで＂    同じようで少しずつ違ったメロディを繰り返すように、今よりもはるか遠い未来にも、あたたかく過ぎていく日常のストーリーがある。それは雨上がりに架かる虹のように輝いていて、なんて尊いんでしょう。    初見で胸をうたれました。医師に作られたロボットであり歌声合成音声であるナースロボ＿タイプTが歌うからこそ、この作品が完成しているんだなと、歌詞を読んで感じました。是非皆さんにも聴いてもらって、ほんのりと幸せな気持ちになってほしいな……。,"['無機質歌声', '世界最高峰', '歌声合成音声', '手伝いロボット', 'タイプt']",-0.1454174816608429,0.25528589487075803
